idInicio,idFinal,pendiente,agregadaPor,esVerificada,esCiclovia,distancia,ponderacionRapidez,ponderacionCiclovia,ponderacionPendiente,nombreRuta,tieneIncidente
72,73,1.5,admin,false,false,353.380126953125,0.3977666,0.8409222,0.5473583,De Tarqui y Luis Felipe Borja a 10 de Agosto - Parque La Alameda,false
73,72,-1.5,admin,false,false,353.380126953125,0.3477666,0.8409222,0.41402498,De 10 de Agosto - Parque La Alameda a Tarqui y Luis Felipe Borja,false
73,74,-1.8,admin,false,false,291.6875305175781,0.32133418,0.8337781,0.39533353,De 10 de Agosto - Parque La Alameda a 10 de Agosto y Gran Colombia,false
74,73,1.8,admin,false,false,291.6875305175781,0.3813342,0.8337781,0.55533355,De 10 de Agosto y Gran Colombia a 10 de Agosto - Parque La Alameda,false
74,75,2.8,admin,false,false,177.08702087402344,0.35818788,0.82050705,0.58982474,De 10 de Agosto y Gran Colombia a Calle Guayaquil,false
75,74,-2.8,admin,false,false,177.08702087402344,0.26485455,0.82050705,0.34093586,De Calle Guayaquil a 10 de Agosto y Gran Colombia,false
75,76,3.5,admin,false,false,390.7491149902344,0.44408217,0.8452496,0.63949275,De Calle Guayaquil a José Joaquín Olmedo y Guayaquil,false
76,75,-3.5,admin,false,false,390.7491149902344,0.3274155,0.8452496,0.32838166,De José Joaquín Olmedo y Guayaquil a Calle Guayaquil,false
76,77,3.5,admin,false,false,155.04197692871094,0.36219594,0.8179542,0.6190212,De José Joaquín Olmedo y Guayaquil a Guayaquil y Chile,false
77,76,-3.5,admin,false,false,155.04197692871094,0.24552928,0.8179542,0.30791008,De Guayaquil y Chile a José Joaquín Olmedo y Guayaquil,false
77,78,4.5,admin,false,false,84.80690002441406,0.35446247,0.80982083,0.6573656,De Guayaquil y Chile a Venezuela y Chile,false
78,79,-3.0,admin,false,false,48.757049560546875,0.21693853,0.8056462,0.3209013,De Venezuela y Chile a Plaza Grande,false
78,77,-4.5,admin,false,false,84.80690002441406,0.20446248,0.80982083,0.2573656,De Venezuela y Chile a Guayaquil y Chile,false
78,118,3.0,admin,false,false,21.382638931274414,0.30742848,0.80247617,0.5851905,De Venezuela y Chile a Sanduches de Pernil,false
79,78,3.0,admin,false,false,48.757049560546875,0.31693852,0.8056462,0.587568,De Plaza Grande a Venezuela y Chile,false
80,71,-2.0,admin,false,false,80.57022094726562,0.2446573,0.8093302,0.36810878,De 10 de Agosto y Tarqui a Parque Ejido - Tarqui,false
80,81,-1.8,admin,false,false,393.4557189941406,0.35668913,0.84556305,0.40417227,De 10 de Agosto y Tarqui a 10 de Agosto y Patria,false
81,68,2.5,admin,false,false,225.61843872070312,0.37004802,0.8261271,0.5807065,De 10 de Agosto y Patria a Entrada Ciclovía Parque Ejido,false
81,82,-1.8,admin,false,false,855.5995483398438,0.51724094,0.89908034,0.44431022,De 10 de Agosto y Patria a 10 de Agosto y Colón,false
81,80,1.8,admin,false,false,393.4557189941406,0.41668913,0.84556305,0.5641723,De 10 de Agosto y Patria a 10 de Agosto y Tarqui,false
82,83,-1.8,admin,false,false,295.3740539550781,0.3226149,0.834205,0.3956537,De 10 de Agosto y Colón a 10 de Agosto y Eloy Alfaro,false
82,63,3.5,admin,false,false,489.80426025390625,0.47849458,0.85672045,0.64809585,De 10 de Agosto y Colón a Amazonas y Colón,false
82,81,1.8,admin,false,false,855.5995483398438,0.577241,0.89908034,0.6043103,De 10 de Agosto y Colón a 10 de Agosto y Patria,false
83,85,1.8,admin,false,false,676.2650756835938,0.514939,0.878313,0.58873475,De 10 de Agosto y Eloy Alfaro a 10 de Agosto y Mariana de Jesús,false
83,84,2.5,admin,false,false,236.14578247070312,0.3737053,0.8273462,0.58162075,De 10 de Agosto y Eloy Alfaro a Estación La Pradera,false
83,82,1.8,admin,false,false,295.3740539550781,0.3826149,0.834205,0.55565375,De 10 de Agosto y Eloy Alfaro a 10 de Agosto y Colón,false
84,83,-2.5,admin,false,false,236.14578247070312,0.29037195,0.8273462,0.35939854,De Estación La Pradera a 10 de Agosto y Eloy Alfaro,false
84,56,2.5,admin,false,false,416.5311584472656,0.43637237,0.84823525,0.59728754,De Estación La Pradera a Amazonas y Eloy Alfaro,false
85,86,-1.8,admin,false,false,385.8981628417969,0.35406357,0.8446879,0.40351588,De 10 de Agosto y Mariana de Jesús a Redondel del Martí,false
85,116,3.5,admin,false,false,384.7012939453125,0.4419811,0.84454924,0.63896745,De 10 de Agosto y Mariana de Jesús a Amazonas y Mariana de Jesus,false
85,83,-1.8,admin,false,false,676.2650756835938,0.45493898,0.878313,0.42873472,De 10 de Agosto y Mariana de Jesús a 10 de Agosto y Eloy Alfaro,false
85,109,-1.8,admin,false,false,1270.4124755859375,0.6613497,0.94711655,0.4803374,De 10 de Agosto y Mariana de Jesús a Naciones Unidas y 10 de Agosto,false
86,110,-2.5,admin,false,false,1120.5782470703125,0.59762967,0.92976546,0.43621296,De Redondel del Martí a Plaza de las Americas,false
86,112,4.0,admin,false,false,327.9034729003906,0.43058252,0.8379719,0.65625674,De Redondel del Martí a America y Cuero y Caicedo,false
86,87,1.8,admin,false,false,490.5757141113281,0.45042926,0.85680974,0.57260734,De Redondel del Martí a Entrada Desnivel Atahualpa,false
86,85,1.8,admin,false,false,385.8981628417969,0.4140636,0.8446879,0.5635159,De Redondel del Martí a 10 de Agosto y Mariana de Jesús,false
87,86,-1.8,admin,false,false,490.5757141113281,0.39042926,0.85680974,0.4126073,De Entrada Desnivel Atahualpa a Redondel del Martí,false
87,88,1.8,admin,false,false,262.7356262207031,0.3712761,0.8304254,0.5528191,De Entrada Desnivel Atahualpa a Salida Desnivel Atahualpa,false
88,87,-1.8,admin,false,false,262.7356262207031,0.3112761,0.8304254,0.39281902,De Salida Desnivel Atahualpa a Entrada Desnivel Atahualpa,false
88,54,2.0,admin,false,false,206.48255920410156,0.35506675,0.82391113,0.55682224,De Salida Desnivel Atahualpa a Amazonas y Atahualpa,false
89,90,-2.2,admin,false,false,175.90017700195312,0.27444223,0.8203696,0.36749944,De Galo Plaza y Murialdo a Galo Plaza y Luis Tufiño,false
89,27,2.2,admin,false,false,415.9780578613281,0.4311802,0.8481712,0.5839061,De Galo Plaza y Murialdo a Galo plaza y Nicolas Urquiola,false
90,94,-2.2,admin,false,false,279.70086669921875,0.31050327,0.83239,0.3765147,De Galo Plaza y Luis Tufiño a Galo Plaza y Maestro,false
90,91,3.5,admin,false,false,566.5690307617188,0.5051632,0.86560994,0.654763,De Galo Plaza y Luis Tufiño a Real Audiencia y Luis Tufiño,false
90,89,2.2,admin,false,false,175.90017700195312,0.34777555,0.8203696,0.563055,De Galo Plaza y Luis Tufiño a Galo Plaza y Murialdo,false
91,90,-3.5,admin,false,false,566.5690307617188,0.38849652,0.86560994,0.3436519,De Real Audiencia y Luis Tufiño a Galo Plaza y Luis Tufiño,false
91,92,3.5,admin,false,false,158.90695190429688,0.36353865,0.81840175,0.6193569,De Real Audiencia y Luis Tufiño a Luis Tufiño - Entrada Bicentenario,false
92,91,-3.5,admin,false,false,158.90695190429688,0.246872,0.81840175,0.30824578,De Luis Tufiño - Entrada Bicentenario a Real Audiencia y Luis Tufiño,false
92,93,3.5,admin,false,false,42.56028747558594,0.32311904,0.8049286,0.609252,De Luis Tufiño - Entrada Bicentenario a Salida Bicentenario - Luis Tufiño,false
93,92,-3.5,admin,false,false,42.56028747558594,0.2064524,0.8049286,0.29814088,De Salida Bicentenario - Luis Tufiño a Luis Tufiño - Entrada Bicentenario,false
93,32,0.5,admin,false,true,678.2836303710938,0.3939736,0.07854675,0.4811323,De Salida Bicentenario - Luis Tufiño a Ciclo Via Bicentenario Bomberos,false
94,95,-2.2,admin,false,false,960.4915771484375,0.5470145,0.91122705,0.4356425,De Galo Plaza y Maestro a Galo Plaza y Eucaliptos,false
94,90,2.2,admin,false,false,279.70086669921875,0.3838366,0.83239,0.57207024,De Galo Plaza y Maestro a Galo Plaza y Luis Tufiño,false
95,96,-2.2,admin,false,false,506.5448913574219,0.3893104,0.858659,0.39621648,De Galo Plaza y Eucaliptos a Galo Plaza - Kenworth,false
95,94,2.2,admin,false,false,960.4915771484375,0.6203478,0.91122705,0.63119805,De Galo Plaza y Eucaliptos a Galo Plaza y Maestro,false
96,97,-2.2,admin,false,false,449.8240051269531,0.36960518,0.8520906,0.3912902,De Galo Plaza - Kenworth a Ma esa Galo Plaza,false
96,95,2.2,admin,false,false,506.5448913574219,0.4626437,0.858659,0.591772,De Galo Plaza - Kenworth a Galo Plaza y Eucaliptos,false
97,98,-2.2,admin,false,false,970.0743408203125,0.55034363,0.91233677,0.4364748,De Ma esa Galo Plaza a Galo Plaza - Intercambiador Panamericana Norte,false
97,96,2.2,admin,false,false,449.8240051269531,0.4429385,0.8520906,0.5868457,De Ma esa Galo Plaza a Galo Plaza - Kenworth,false
98,99,-2.8,admin,false,false,341.049072265625,0.32181606,0.8394942,0.3551762,De Galo Plaza - Intercambiador Panamericana Norte a N76 Panamericana Norte,false
98,97,2.2,admin,false,false,970.0743408203125,0.62367696,0.91233677,0.6320303,De Galo Plaza - Intercambiador Panamericana Norte a Ma esa Galo Plaza,false
99,100,-2.8,admin,false,false,289.6967468261719,0.3039759,0.83354753,0.35071617,De N76 Panamericana Norte a Panamericana Norte - Conjunto Verona,false
99,98,2.8,admin,false,false,341.049072265625,0.4151494,0.8394942,0.6040651,De N76 Panamericana Norte a Galo Plaza - Intercambiador Panamericana Norte,false
100,101,-2.8,admin,false,false,999.2474975585938,0.5504786,0.9157151,0.41234183,De Panamericana Norte - Conjunto Verona a Panamericana Norte - La Bota,false
100,99,2.8,admin,false,false,289.6967468261719,0.39730924,0.83354753,0.5996051,De Panamericana Norte - Conjunto Verona a N76 Panamericana Norte,false
101,102,-2.8,admin,false,false,252.4153594970703,0.2910241,0.82923025,0.34747824,De Panamericana Norte - La Bota a Redondel Panamericana Norte y Simon Bolivar,false
101,100,2.8,admin,false,false,999.2474975585938,0.6438119,0.9157151,0.66123074,De Panamericana Norte - La Bota a Panamericana Norte - Conjunto Verona,false
102,103,-2.8,admin,false,false,313.1450500488281,0.312122,0.8362629,0.35275272,De Redondel Panamericana Norte y Simon Bolivar a Panamericana Norte El Portal,false
102,101,2.8,admin,false,false,252.4153594970703,0.38435745,0.82923025,0.5963671,De Redondel Panamericana Norte y Simon Bolivar a Panamericana Norte - La Bota,false
103,102,2.8,admin,false,false,313.1450500488281,0.40545535,0.8362629,0.6016416,De Panamericana Norte El Portal a Redondel Panamericana Norte y Simon Bolivar,false
104,115,-2.0,admin,false,false,185.10891723632812,0.28097475,0.82143605,0.37718815,De Portugal y Shyris a Shyrus y Suecia,false
104,121,-2.8,admin,false,false,306.11181640625,0.3096786,0.83544844,0.35214186,De Portugal y Shyris a Portugal y 6 de Diciembre,false
104,58,2.0,admin,false,false,700.6204223632812,0.5267335,0.8811334,0.59973896,De Portugal y Shyris a Eloy Alfaro y Shyris,false
105,8,-2.5,admin,false,false,675.4970703125,0.4430055,0.8782241,0.39755693,De Eloy Alfaro y Gaspar a Eloy Alfaro y Granados,false
105,4,-2.8,admin,false,false,486.1305847167969,0.37221834,0.856295,0.36777678,De Eloy Alfaro y Gaspar a 6 de diciembre y Gaspar,false
105,106,8.0,admin,false,false,120.48636627197266,0.4251911,0.81395257,0.81601995,De Eloy Alfaro y Gaspar a F.Urrutia y Guanguiltagua,false
105,61,2.5,admin,false,false,690.5667724609375,0.53157413,0.8799692,0.62108797,De Eloy Alfaro y Gaspar a Eloy Alfaro - Parque Costa Rica,false
106,105,-8.0,admin,false,false,120.48636627197266,0.15852444,0.81395257,0.10490888,De F.Urrutia y Guanguiltagua a Eloy Alfaro y Gaspar,false
106,119,-8.0,admin,false,false,340.78985595703125,0.23505934,0.83946425,0.12404261,De F.Urrutia y Guanguiltagua a Parque de Colores,false
107,108,9.0,admin,false,false,174.43284606933594,0.46059912,0.8201997,0.8651498,De Guanguiltagua y Diego Novoa a entrada metropolitano,false
107,119,-9.0,admin,false,false,261.6986389160156,0.19091585,0.8303053,0.07272896,De Guanguiltagua y Diego Novoa a Parque de Colores,false
108,107,-9.0,admin,false,false,174.43284606933594,0.16059913,0.8201997,0.065149784,De entrada metropolitano a Guanguiltagua y Diego Novoa,false
109,1,3.5,admin,false,false,250.76416015625,0.39545047,0.82903904,0.62733483,De Naciones Unidas y 10 de Agosto a Amazonas y naciones unidas,false
109,110,3.5,admin,false,false,453.45404052734375,0.46586627,0.852511,0.64493877,De Naciones Unidas y 10 de Agosto a Plaza de las Americas,false
109,85,1.8,admin,false,false,1270.4124755859375,0.7213498,0.94711655,0.64033747,De Naciones Unidas y 10 de Agosto a 10 de Agosto y Mariana de Jesús,false
110,109,-3.5,admin,false,false,453.45404052734375,0.34919962,0.852511,0.33382767,De Plaza de las Americas a Naciones Unidas y 10 de Agosto,false
110,86,2.5,admin,false,false,1120.5782470703125,0.680963,0.92976546,0.6584352,De Plaza de las Americas a Redondel del Martí,false
110,55,3.2,admin,false,false,1247.742431640625,0.73680735,0.9444913,0.7005907,De Plaza de las Americas a Amazonas y República,false
112,86,-4.0,admin,false,false,327.9034729003906,0.2972492,0.8379719,0.3007012,De America y Cuero y Caicedo a Redondel del Martí,false
115,2,-2.0,admin,false,false,245.27383422851562,0.30187643,0.82840323,0.38241357,De Shyrus y Suecia a Shyris y Naciones unidas,false
115,104,2.0,admin,false,false,185.10891723632812,0.3476414,0.82143605,0.5549659,De Shyrus y Suecia a Portugal y Shyris,false
116,85,-3.5,admin,false,false,384.7012939453125,0.32531446,0.84454924,0.3278564,De Amazonas y Mariana de Jesus a 10 de Agosto y Mariana de Jesús,false
116,55,1.5,admin,false,true,271.8941650390625,0.26945785,0.03148595,0.4902811,De Amazonas y Mariana de Jesus a Amazonas y República,false
116,56,-1.5,admin,false,true,193.78663635253906,0.19232276,0.022440922,0.35016403,De Amazonas y Mariana de Jesus a Amazonas y Eloy Alfaro,false
117,47,-2.8,admin,false,false,440.37884521484375,0.35632387,0.85099685,0.36380318,De Shyrys y Gaspar de Villaroel a Gaspar Villarroel y Amazonas,false
117,4,2.8,admin,false,false,347.7430419921875,0.4174749,0.8402694,0.6046465,De Shyrys y Gaspar de Villaroel a 6 de diciembre y Gaspar,false
117,20,-2.0,admin,false,false,696.587646484375,0.45866585,0.8806664,0.42161092,De Shyrys y Gaspar de Villaroel a Rio Coca y Shyris,false
117,2,2.0,admin,false,false,632.8648681640625,0.5031948,0.87328714,0.59385425,De Shyrys y Gaspar de Villaroel a Shyris y Naciones unidas,false
118,78,-3.0,admin,false,false,21.382638931274414,0.20742847,0.80247617,0.3185238,De Sanduches de Pernil a Venezuela y Chile,false
119,61,-8.0,admin,false,false,306.5406799316406,0.22316094,0.8354981,0.121068016,De Parque de Colores a Eloy Alfaro - Parque Costa Rica,false
119,106,8.0,admin,false,false,340.78985595703125,0.501726,0.83946425,0.8351537,De Parque de Colores a F.Urrutia y Guanguiltagua,false
119,107,9.0,admin,false,false,261.6986389160156,0.49091583,0.8303053,0.87272894,De Parque de Colores a Guanguiltagua y Diego Novoa,false
120,60,-2.8,admin,false,false,176.16961669921875,0.2645358,0.82040083,0.34085616,De Portugal y Eloy Alfaro a Roca roja Eloy Alfaro,false
120,61,2.8,admin,false,false,249.1049346923828,0.38320738,0.82884693,0.5960796,De Portugal y Eloy Alfaro a Eloy Alfaro - Parque Costa Rica,false
120,121,-2.8,admin,false,false,287.3830261230469,0.3031721,0.8332796,0.35051525,De Portugal y Eloy Alfaro a Portugal y 6 de Diciembre,false
121,120,2.8,admin,false,false,287.3830261230469,0.39650545,0.8332796,0.59940416,De Portugal y 6 de Diciembre a Portugal y Eloy Alfaro,false
121,104,2.8,admin,false,false,306.11181640625,0.40301195,0.83544844,0.60103077,De Portugal y 6 de Diciembre a Portugal y Shyris,false
121,3,-1.8,admin,false,false,436.5143127441406,0.37164798,0.85054934,0.407912,De Portugal y 6 de Diciembre a Naciones unidas y 6 de diciembre,false
